ngebel,menelpon,,,,"'/ngebel/',","'menelpon',"
ngebelin,membelikan,,,,"'/ngebelin/',","'membelikan',"
ngebilangin,memberitau,,,,"'/ngebilangin/',","'memberitau',"
ngeblokir,memblokir,,,,"'/ngeblokir/',","'memblokir',"
ngebo,tidur,,,,"'/ngebo/',","'tidur',"
ngebolang,berpetualang,,,,"'/ngebolang/',","'berpetualang',"
ngebolehin,membolehkan,,,,"'/ngebolehin/',","'membolehkan',"
ngebom,mengebom,,,,"'/ngebom/',","'mengebom',"
ngebor,mengebor,,,,"'/ngebor/',","'mengebor',"
ngebosenin,membosankan,,,,"'/ngebosenin/',","'membosankan',"
ngebunuh,membunuh,,,,"'/ngebunuh/',","'membunuh',"
ngebut,mengebut,,,,"'/ngebut/',","'mengebut',"
ngebut2,kebut-kebutan,,,,"'/ngebut2/',","'kebut-kebutan',"
ngebutz,mengebut,,,,"'/ngebutz/',","'mengebut',"
ngebutzzz,mengebut,,,,"'/ngebutzzz/',","'mengebut',"
ngecapin,mengecapi,,,,"'/ngecapin/',","'mengecapi',"
ngece,mengejek,,,,"'/ngece/',","'mengejek',"
ngecek,mengecek,,,,"'/ngecek/',","'mengecek',"
ngeces,mengecas,,,,"'/ngeces/',","'mengecas',"
ngecet,mengecat,,,,"'/ngecet/',","'mengecat',"
ngeclub,membuat klub,,,,"'/ngeclub/',","'membuat klub',"
ngedadak,mendadak,,,,"'/ngedadak/',","'mendadak',"
ngedarin,mengedarkan,,,,"'/ngedarin/',","'mengedarkan',"
ngedate,berkencan,,,,"'/ngedate/',","'berkencan',"
ngedeke,membangun,,,,"'/ngedeke/',","'membangun',"
ngedekke,membangun,,,,"'/ngedekke/',","'membangun',"
ngedengkur,mendengkur,,,,"'/ngedengkur/',","'mendengkur',"
ngedit,mengedit,,,,"'/ngedit/',","'mengedit',"
ngedit2,mengedit-edit,,,,"'/ngedit2/',","'mengedit-edit',"
ngedoain,mendoakan,,,,"'/ngedoain/',","'mendoakan',"
ngedor,menembak,,,,"'/ngedor/',","'menembak',"
ngedp,membayar uang muka,,,,"'/ngedp/',","'membayar uang muka',"
ngedufan,pergi ke dufan,,,,"'/ngedufan/',","'pergi ke dufan',"
ngedukung,mendukung,,,,"'/ngedukung/',","'mendukung',"
ngefolow,ngefollow,,,,"'/ngefolow/',","'ngefollow',"
ngegolin,mencetak gol,,,,"'/ngegolin/',","'mencetak gol',"
ngehalau,menghalau,,,,"'/ngehalau/',","'menghalau',"
ngehargai,menghargai,,,,"'/ngehargai/',","'menghargai',"
ngehibur,menghibur,,,,"'/ngehibur/',","'menghibur',"
ngehina,menghina,,,,"'/ngehina/',","'menghina',"
ngehormatin,menghormati,,,,"'/ngehormatin/',","'menghormati',"
ngejagain,menjagakan,,,,"'/ngejagain/',","'menjagakan',"
ngejak,mengajak,,,,"'/ngejak/',","'mengajak',"
ngejalanin,menjalani,,,,"'/ngejalanin/',","'menjalani',"
ngejamin,menjamin,,,,"'/ngejamin/',","'menjamin',"
ngejanjin,menjanjikan,,,,"'/ngejanjin/',","'menjanjikan',"
ngejar,mengejar,,,,"'/ngejar/',","'mengejar',"
ngejarnya,mengejarnya,,,,"'/ngejarnya/',","'mengejarnya',"
ngejek,mengejek,,,,"'/ngejek/',","'mengejek',"
ngejiplak,menjiplak,,,,"'/ngejiplak/',","'menjiplak',"
ngejual,menjual,,,,"'/ngejual/',","'menjual',"
ngejubel,berjubel,,,,"'/ngejubel/',","'berjubel',"
ngekek,tertawa,,,,"'/ngekek/',","'tertawa',"
ngeksis2an,eksis-eksisan,,,,"'/ngeksis2an/',","'eksis-eksisan',"
ngeladenin,meladeni,,,,"'/ngeladenin/',","'meladeni',"
ngeladeninya,meladeninya,,,,"'/ngeladeninya/',","'meladeninya',"
ngelahirin,melahirkan,,,,"'/ngelahirin/',","'melahirkan',"
ngelak,mengelak,,,,"'/ngelak/',","'mengelak',"
ngelaksonin,menglakson,,,,"'/ngelaksonin/',","'menglakson',"
ngelamar,melamar,,,,"'/ngelamar/',","'melamar',"
ngelamun,melamun,,,,"'/ngelamun/',","'melamun',"
ngelanconk,melancong,,,,"'/ngelanconk/',","'melancong',"
ngelantik,melantik,,,,"'/ngelantik/',","'melantik',"
ngelantur,melantur,,,,"'/ngelantur/',","'melantur',"
ngelap,mengelap,,,,"'/ngelap/',","'mengelap',"
ngelapak,berjualan,,,,"'/ngelapak/',","'berjualan',"
ngelatihnya,melatihnya,,,,"'/ngelatihnya/',","'melatihnya',"
ngelawak,melucu,,,,"'/ngelawak/',","'melucu',"
ngeledek,mengejek,,,,"'/ngeledek/',","'mengejek',"
ngelelepin,menenggelamkan,,,,"'/ngelelepin/',","'menenggelamkan',"
ngelepas,melepas,,,,"'/ngelepas/',","'melepas',"
ngeles,membuat alasan,,,,"'/ngeles/',","'membuat alasan',"
ngelesnya,membuat alasannya,,,,"'/ngelesnya/',","'membuat alasannya',"
ngelewatin,melewati,,,,"'/ngelewatin/',","'melewati',"
ngeliat,melihat,,,,"'/ngeliat/',","'melihat',"
ngeliate,melihat,,,,"'/ngeliate/',","'melihat',"
ngeliatin,memperlihatkan,,,,"'/ngeliatin/',","'memperlihatkan',"
ngeliatnya,melihatnya,,,,"'/ngeliatnya/',","'melihatnya',"
ngelilingin,mengelilingi,,,,"'/ngelilingin/',","'mengelilingi',"
ngeliput,meliput,,,,"'/ngeliput/',","'meliput',"
ngelirik,melirik,,,,"'/ngelirik/',","'melirik',"
ngelitik,menggelitik,,,,"'/ngelitik/',","'menggelitik',"
ngelive,disiarkan langsung,,,,"'/ngelive/',","'disiarkan langsung',"
ngelu,pusing,,,,"'/ngelu/',","'pusing',"
ngeluapin,meluapkan,,,,"'/ngeluapin/',","'meluapkan',"
ngeluarin,mengeluarkan,,,,"'/ngeluarin/',","'mengeluarkan',"
ngeluarinya,mengeluarkannya,,,,"'/ngeluarinya/',","'mengeluarkannya',"
ngelucu,melucu,,,,"'/ngelucu/',","'melucu',"
ngeluh,mengeluh,,,,"'/ngeluh/',","'mengeluh',"
ngelukis,melukis,,,,"'/ngelukis/',","'melukis',"
ngelupain,melupakan,,,,"'/ngelupain/',","'melupakan',"
ngelus,mengelus,,,,"'/ngelus/',","'mengelus',"
ngembalin,mengembalikan,,,,"'/ngembalin/',","'mengembalikan',"
ngembang,mengembang,,,,"'/ngembang/',","'mengembang',"
ngembun,mengembun,,,,"'/ngembun/',","'mengembun',"
ngemeng,ngomong,,,,"'/ngemeng/',","'ngomong',"
ngemeng2,ngomong-ngomong,,,,"'/ngemeng2/',","'ngomong-ngomong',"
ngemis2,mengemis-ngemis,,,,"'/ngemis2/',","'mengemis-ngemis',"
ngemodus,membuat modus,,,,"'/ngemodus/',","'membuat modus',"
ngemot,mengemut,,,,"'/ngemot/',","'mengemut',"
ngena,mengena,,,,"'/ngena/',","'mengena',"
ngenalin,mengenalkan,,,,"'/ngenalin/',","'mengenalkan',"
ngendap,mengendap,,,,"'/ngendap/',","'mengendap',"
ngene,begini,,,,"'/ngene/',","'begini',"
ngeneh,begini,,,,"'/ngeneh/',","'begini',"
ngenes,mengenaskan,,,,"'/ngenes/',","'mengenaskan',"
ngenet,internetan,,,,"'/ngenet/',","'internetan',"
ngepain,ngapain,,,,"'/ngepain/',","'ngapain',"
ngepel,mengepel,,,,"'/ngepel/',","'mengepel',"
ngepelin,mengepelkan,,,,"'/ngepelin/',","'mengepelkan',"
ngerakit,merakit,,,,"'/ngerakit/',","'merakit',"
ngeramal,meramal,,,,"'/ngeramal/',","'meramal',"
ngeramein,meramaikan,,,,"'/ngeramein/',","'meramaikan',"
ngerampok,merampok,,,,"'/ngerampok/',","'merampok',"
ngerasa,merasa,,,,"'/ngerasa/',","'merasa',"
ngerasain,merasakan,,,,"'/ngerasain/',","'merasakan',"
ngerayain,merayakan,,,,"'/ngerayain/',","'merayakan',"
ngerayainnya,merayakannya,,,,"'/ngerayainnya/',","'merayakannya',"
ngerayainya,merayakannya,,,,"'/ngerayainya/',","'merayakannya',"
ngerayu,merayu,,,,"'/ngerayu/',","'merayu',"
ngeremehin,meremehkan,,,,"'/ngeremehin/',","'meremehkan',"
ngerencanain,merencanakan,,,,"'/ngerencanain/',","'merencanakan',"
ngerepotin,merepotkan,,,,"'/ngerepotin/',","'merepotkan',"
ngeres2,berpikiran kotor,,,,"'/ngeres2/',","'berpikiran kotor',"
ngeributin,meributkan,,,,"'/ngeributin/',","'meributkan',"
ngerintis,merintis,,,,"'/ngerintis/',","'merintis',"
ngeriset,melakukan riset,,,,"'/ngeriset/',","'melakukan riset',"
ngerix,ngerinya,,,,"'/ngerix/',","'ngerinya',"
ngerjain,mengerjakan,,,,"'/ngerjain/',","'mengerjakan',"
ngerokok,merokok,,,,"'/ngerokok/',","'merokok',"
ngertine,yang dimengerti,,,,"'/ngertine/',","'yang dimengerti',"
ngertio,ngertikan,,,,"'/ngertio/',","'ngertikan',"
ngerubah,mengubah,,,,"'/ngerubah/',","'mengubah',"
ngerugiin,merugikan,,,,"'/ngerugiin/',","'merugikan',"
ngerugin,merugikan,,,,"'/ngerugin/',","'merugikan',"
ngerusak,merusak,,,,"'/ngerusak/',","'merusak',"
ngerusakin,merusakkan,,,,"'/ngerusakin/',","'merusakkan',"
ngetem,nongkrong,,,,"'/ngetem/',","'nongkrong',"
ngetuit,ngetweet,,,,"'/ngetuit/',","'ngetweet',"
ngetwet,ngetweet,,,,"'/ngetwet/',","'ngetweet',"
ngetwets,ngetweet,,,,"'/ngetwets/',","'ngetweet',"
ngetwit,ngetweet,,,,"'/ngetwit/',","'ngetweet',"
ngetwitnya,ngetweetnya,,,,"'/ngetwitnya/',","'ngetweetnya',"
ngfollow,follow,,,,"'/ngfollow/',","'follow',"
ngfolow,follow,,,,"'/ngfolow/',","'follow',"
ngg,tidak,,,,"'/ngg/',","'tidak',"
ngga,tidak,,,,"'/ngga/',","'tidak',"
nggak,tidak,,,,"'/nggak/',","'tidak',"
nggakk,tidak,,,,"'/nggakk/',","'tidak',"
nggakpapa,tidak apa-apa,,,,"'/nggakpapa/',","'tidak apa-apa',"
nggakyk,tidak seperti,,,,"'/nggakyk/',","'tidak seperti',"
nggandeng,menggandeng,,,,"'/nggandeng/',","'menggandeng',"
ngganjel,mengganjal,,,,"'/ngganjel/',","'mengganjal',"
ngganteng,ganteng,,,,"'/ngganteng/',","'ganteng',"
nggarap,mengerjakan,,,,"'/nggarap/',","'mengerjakan',"
nggash,memberi,,,,"'/nggash/',","'memberi',"
nggawa,membawa,,,,"'/nggawa/',","'membawa',"
nggawe,membuat,,,,"'/nggawe/',","'membuat',"
nggih,iya,,,,"'/nggih/',","'iya',"
nggk,tidak,,,,"'/nggk/',","'tidak',"
nggo,untuk,,,,"'/nggo/',","'untuk',"
nggon,tempat,,,,"'/nggon/',","'tempat',"
nggonku,tempatku,,,,"'/nggonku/',","'tempatku',"
nggowes,bersepeda,,,,"'/nggowes/',","'bersepeda',"
nggowo,membawa,,,,"'/nggowo/',","'membawa',"
nggowo2,membawa,,,,"'/nggowo2/',","'membawa',"
nggu,nunggu,,,,"'/nggu/',","'nunggu',"
nggundulinnya,menggundulinya,,,,"'/nggundulinnya/',","'menggundulinya',"
ngguyu,tertawa,,,,"'/ngguyu/',","'tertawa',"
nggy,gaya,,,,"'/nggy/',","'gaya',"
nghirup,menghirup,,,,"'/nghirup/',","'menghirup',"
ngibul,berkhayal,,,,"'/ngibul/',","'berkhayal',"
ngidem,ngikut,,,,"'/ngidem/',","'ngikut',"
ngiderin,mengedarkan,,,,"'/ngiderin/',","'mengedarkan',"
ngigau,mengigau,,,,"'/ngigau/',","'mengigau',"
ngih,iya,,,,"'/ngih/',","'iya',"
ngijinin,mengizinkan,,,,"'/ngijinin/',","'mengizinkan',"
ngikutin,mengikuti,,,,"'/ngikutin/',","'mengikuti',"
ngilang,menghilang,,,,"'/ngilang/',","'menghilang',"
ngilangin,menghilangkan,,,,"'/ngilangin/',","'menghilangkan',"
ngimpi,mimpi,,,,"'/ngimpi/',","'mimpi',"
ngimpih,mimpi,,,,"'/ngimpih/',","'mimpi',"
ngimpiku,mimpiku,,,,"'/ngimpiku/',","'mimpiku',"
ngincer,mengincar,,,,"'/ngincer/',","'mengincar',"
ngindarin,menghindari,,,,"'/ngindarin/',","'menghindari',"
nginep,menginap,,,,"'/nginep/',","'menginap',"
nginepnya,menginapnya,,,,"'/nginepnya/',","'menginapnya',"
ngingetin,mengingatkan,,,,"'/ngingetin/',","'mengingatkan',"
nginjek,menginjak,,,,"'/nginjek/',","'menginjak',"
ngintil,mengikuti,,,,"'/ngintil/',","'mengikuti',"
ngintip,mengintip,,,,"'/ngintip/',","'mengintip',"
ngira,mengira,,,,"'/ngira/',","'mengira',"
ngiranya,mengiranya,,,,"'/ngiranya/',","'mengiranya',"
ngirim,mengirim,,,,"'/ngirim/',","'mengirim',"
ngiris,mengiris,,,,"'/ngiris/',","'mengiris',"
ngirup,menghirup,,,,"'/ngirup/',","'menghirup',"
ngis,nangis,,,,"'/ngis/',","'nangis',"
ngisi,mengisi,,,,"'/ngisi/',","'mengisi',"
ngiterin,mengitari,,,,"'/ngiterin/',","'mengitari',"
ngitung,menghitung,,,,"'/ngitung/',","'menghitung',"
ngitungin,menghitung,,,,"'/ngitungin/',","'menghitung',"
ngjak,mengajak,,,,"'/ngjak/',","'mengajak',"
ngjak2,mengajak-ajak,,,,"'/ngjak2/',","'mengajak-ajak',"
ngjakin,mengajak,,,,"'/ngjakin/',","'mengajak',"
ngjakn,mengajak,,,,"'/ngjakn/',","'mengajak',"
ngjar,mengajar,,,,"'/ngjar/',","'mengajar',"
ngjarin,mengajari,,,,"'/ngjarin/',","'mengajari',"
ngjk,mengajak,,,,"'/ngjk/',","'mengajak',"
ngjkin,mengajak,,,,"'/ngjkin/',","'mengajak',"
ngk,tidak,,,,"'/ngk/',","'tidak',"
ngke,nanti,,,,"'/ngke/',","'nanti',"
ngko,nanti,,,,"'/ngko/',","'nanti',"
ngkost,kos,,,,"'/ngkost/',","'kos',"
ngkrong,nongkrong,,,,"'/ngkrong/',","'nongkrong',"
ngku,mengaku,,,,"'/ngku/',","'mengaku',"
ngkut,ngikut,,,,"'/ngkut/',","'ngikut',"
nglakokne,menjalankan,,,,"'/nglakokne/',","'menjalankan',"
nglamar,melamar,,,,"'/nglamar/',","'melamar',"
nglelang,melelang,,,,"'/nglelang/',","'melelang',"
nglewatin,melewati,,,,"'/nglewatin/',","'melewati',"
ngliat,melihat,,,,"'/ngliat/',","'melihat',"
ngliatin,melihat,,,,"'/ngliatin/',","'melihat',"
nglumpuke,mengumpulkan,,,,"'/nglumpuke/',","'mengumpulkan',"
ngmg,ngomong,,,,"'/ngmg/',","'ngomong',"
ngmgn,ngomongin,,,,"'/ngmgn/',","'ngomongin',"
ngmng,ngomong,,,,"'/ngmng/',","'ngomong',"
ngmngin,ngomongin,,,,"'/ngmngin/',","'ngomongin',"
ngmngnya,ngomongnya,,,,"'/ngmngnya/',","'ngomongnya',"
ngmong,ngomong,,,,"'/ngmong/',","'ngomong',"
ngmongin,ngomongin,,,,"'/ngmongin/',","'ngomongin',"
ngmpln,mengumpulkan,,,,"'/ngmpln/',","'mengumpulkan',"
ngmpul,kumpul,,,,"'/ngmpul/',","'kumpul',"
ngmpulin,mengumpulkan,,,,"'/ngmpulin/',","'mengumpulkan',"
ngmuk,mengamuk,,,,"'/ngmuk/',","'mengamuk',"
ngnggur,menganggur,,,,"'/ngnggur/',","'menganggur',"
ngngkat,mengangkat,,,,"'/ngngkat/',","'mengangkat',"
ngntuk,mengantuk,,,,"'/ngntuk/',","'mengantuk',"
ngo,untuk,,,,"'/ngo/',","'untuk',"
ngobro,ngobrol,,,,"'/ngobro/',","'ngobrol',"
ngoceh,mengoceh,,,,"'/ngoceh/',","'mengoceh',"
ngocok,mengocok,,,,"'/ngocok/',","'mengocok',"
ngocol,mengocol,,,,"'/ngocol/',","'mengocol',"
ngolek,mencari,,,,"'/ngolek/',","'mencari',"
ngoleksi,mengoleksi,,,,"'/ngoleksi/',","'mengoleksi',"
ngomel,mengomel,,,,"'/ngomel/',","'mengomel',"
ngomgn,ngomongin,,,,"'/ngomgn/',","'ngomongin',"
ngomogin,ngomongin,,,,"'/ngomogin/',","'ngomongin',"
ngomong2,ngomong-ngomong,,,,"'/ngomong2/',","'ngomong-ngomong',"
ngomonge,ngomongnya,,,,"'/ngomonge/',","'ngomongnya',"
ngomongin,ngomongin,,,,"'/ngomongin/',","'ngomongin',"
ngonku,tempatku,,,,"'/ngonku/',","'tempatku',"
ngonoh,begitu,,,,"'/ngonoh/',","'begitu',"
ngonthel,bersepeda,,,,"'/ngonthel/',","'bersepeda',"
ngontrak,mengontrak,,,,"'/ngontrak/',","'mengontrak',"
ngopikeun,ngopikan,,,,"'/ngopikeun/',","'ngopikan',"
ngopo,ngapain,,,,"'/ngopo/',","'ngapain',"
ngosek,nanti,,,,"'/ngosek/',","'nanti',"
ngowes,bersepeda,,,,"'/ngowes/',","'bersepeda',"
ngowo,membawa,,,,"'/ngowo/',","'membawa',"
ngowo2,membawa,,,,"'/ngowo2/',","'membawa',"
ngp,ngapain,,,,"'/ngp/',","'ngapain',"
ngpain,ngapain,,,,"'/ngpain/',","'ngapain',"
ngpn,ngapain,,,,"'/ngpn/',","'ngapain',"
ngpo,ngapain,,,,"'/ngpo/',","'ngapain',"
ngra,mengira,,,,"'/ngra/',","'mengira',"
ngrakit,merakit,,,,"'/ngrakit/',","'merakit',"
ngrasake,merasakan,,,,"'/ngrasake/',","'merasakan',"
ngrasakno,merasakan,,,,"'/ngrasakno/',","'merasakan',"
ngrayain,merayakan,,,,"'/ngrayain/',","'merayakan',"
ngrebut,merebut,,,,"'/ngrebut/',","'merebut',"
ngrokok,merokok,,,,"'/ngrokok/',","'merokok',"
ngrsain,merasakan,,,,"'/ngrsain/',","'merasakan',"
ngrti,mengerti,,,,"'/ngrti/',","'mengerti',"
ngrusak,merusak,,,,"'/ngrusak/',","'merusak',"
ngsh,ngasih,,,,"'/ngsh/',","'ngasih',"
ngsih,ngasih,,,,"'/ngsih/',","'ngasih',"
ngubah,mengubah,,,,"'/ngubah/',","'mengubah',"
ngubengi,mengitari,,,,"'/ngubengi/',","'mengitari',"
ngucapin,mengucapkan,,,,"'/ngucapin/',","'mengucapkan',"
nguidam,ngidam,,,,"'/nguidam/',","'ngidam',"
ngulang,mengulang,,,,"'/ngulang/',","'mengulang',"
nguliah,kuliah,,,,"'/nguliah/',","'kuliah',"
ngumbar,mengumbar,,,,"'/ngumbar/',","'mengumbar',"
ngumpet,bersembunyi,,,,"'/ngumpet/',","'bersembunyi',"
ngunu,begitu,,,,"'/ngunu/',","'begitu',"
ngupi,ngopi,,,,"'/ngupi/',","'ngopi',"
ngupi2,ngopi-ngopi,,,,"'/ngupi2/',","'ngopi-ngopi',"
ngurangin,mengurangi,,,,"'/ngurangin/',","'mengurangi',"
nguras,menguras,,,,"'/nguras/',","'menguras',"
ngurusin,mengurusi,,,,"'/ngurusin/',","'mengurusi',"
ngurusinya,mengurusinya,,,,"'/ngurusinya/',","'mengurusinya',"
ngurusinyo,mengurusinya,,,,"'/ngurusinyo/',","'mengurusinya',"
ngusul,usul,,,,"'/ngusul/',","'usul',"
ngusulin,mengusulkan,,,,"'/ngusulin/',","'mengusulkan',"
ngutang,hutang,,,,"'/ngutang/',","'hutang',"
ngutangi,menghutangi,,,,"'/ngutangi/',","'menghutangi',"
nguyu,tertawa,,,,"'/nguyu/',","'tertawa',"
nguyuh,kencing,,,,"'/nguyuh/',","'kencing',"
nie,ini,,,,"'/nie/',","'ini',"
night,malam,,,,"'/night/',","'malam',"
nipuin,menipu,,,,"'/nipuin/',","'menipu',"
nisan,nissan,,,,"'/nisan/',","'nissan',"
njih,iya,,,,"'/njih/',","'iya',"
njupuk,mengambil,,,,"'/njupuk/',","'mengambil',"
nlp,menelpon,,,,"'/nlp/',","'menelpon',"
nlpn,menelpon,,,,"'/nlpn/',","'menelpon',"
nma,nama,,,,"'/nma/',","'nama',"
nmanya,namanya,,,,"'/nmanya/',","'namanya',"
nmax,namanya,,,,"'/nmax/',","'namanya',"
nmna,namanya,,,,"'/nmna/',","'namanya',"
nmnya,namanya,,,,"'/nmnya/',","'namanya',"
nmor,nomor,,,,"'/nmor/',","'nomor',"
nmpak,tampak,,,,"'/nmpak/',","'tampak',"
nmpk,tampak,,,,"'/nmpk/',","'tampak',"
nmr,nomor,,,,"'/nmr/',","'nomor',"
nmrnya,nomornya,,,,"'/nmrnya/',","'nomornya',"
nmun,namun,,,,"'/nmun/',","'namun',"
nnggu,menunggu,,,,"'/nnggu/',","'menunggu',"
nngguin,tungguin,,,,"'/nngguin/',","'tungguin',"
nngis,nenagis,,,,"'/nngis/',","'nenagis',"
nnt,nanti,,,,"'/nnt/',","'nanti',"
nnton,nonton,,,,"'/nnton/',","'nonton',"
nntonnya,nontonnya,,,,"'/nntonnya/',","'nontonnya',"
no,nomor,,,,"'/no/',","'nomor',"
nolak,menolak,,,,"'/nolak/',","'menolak',"
nolong,menolong,,,,"'/nolong/',","'menolong',"
nolongin,menolong,,,,"'/nolongin/',","'menolong',"
nomer,nomor,,,,"'/nomer/',","'nomor',"
nomere,nomornya,,,,"'/nomere/',","'nomornya',"
nontonya,nontonnya,,,,"'/nontonya/',","'nontonnya',"
nope,nomor hp,,,,"'/nope/',","'nomor hp',"
nothing,tidak ada,,,,"'/nothing/',","'tidak ada',"
notif,pemberitahuan,,,,"'/notif/',","'pemberitahuan',"
notifnya,pemberitahuannya,,,,"'/notifnya/',","'pemberitahuannya',"
nov,november,,,,"'/nov/',","'november',"
now,sekarang,,,,"'/now/',","'sekarang',"
npa,kenapa,,,,"'/npa/',","'kenapa',"
ntar,nanti,,,,"'/ntar/',","'nanti',"
nti,nanti,,,,"'/nti/',","'nanti',"
ntinya,nantinya,,,,"'/ntinya/',","'nantinya',"
ntip,nitip,,,,"'/ntip/',","'nitip',"
ntn,nonton,,,,"'/ntn/',","'nonton',"
nton,nonton,,,,"'/nton/',","'nonton',"
ntr,nanti,,,,"'/ntr/',","'nanti',"
number,nomor,,,,"'/number/',","'nomor',"
numpak,naik,,,,"'/numpak/',","'naik',"
nungu,nunggu,,,,"'/nungu/',","'nunggu',"
nyampe,sampai,,,,"'/nyampe/',","'sampai',"
nyelengi,menabung,,,,"'/nyelengi/',","'menabung',"
nyelesein,menyelesaikan,,,,"'/nyelesein/',","'menyelesaikan',"
nyembuhin,menyembuhkan,,,,"'/nyembuhin/',","'menyembuhkan',"
nyempetin,menyempatkan,,,,"'/nyempetin/',","'menyempatkan',"
nyenengin,menyenangkan,,,,"'/nyenengin/',","'menyenangkan',"
nyengol,menyenggol,,,,"'/nyengol/',","'menyenggol',"
nyepedah,bersepeda,,,,"'/nyepedah/',","'bersepeda',"
nyesek,bikin sesak,,,,"'/nyesek/',","'bikin sesak',"
nyesel,menyesal,,,,"'/nyesel/',","'menyesal',"
nynyi,menyanyi,,,,"'/nynyi/',","'menyanyi',"
nyokap,ibu,,,,"'/nyokap/',","'ibu',"
nyolong,mencuri,,,,"'/nyolong/',","'mencuri',"
nyopet,mencopet,,,,"'/nyopet/',","'mencopet',"
nyupir,menyopir,,,,"'/nyupir/',","'menyopir',"
nyupire,menyopir,,,,"'/nyupire/',","'menyopir',"
nyupiri,menyopir,,,,"'/nyupiri/',","'menyopir',"
nyuri,mencuri,,,,"'/nyuri/',","'mencuri',"
og,kok,,,,"'/og/',","'kok',"
oia,oh iya,,,,"'/oia/',","'oh iya',"
ole-ole,oleh-oleh,,,,"'/ole-ole/',","'oleh-oleh',"
ole2,oleh-oleh,,,,"'/ole2/',","'oleh-oleh',"
oleh2,oleh-oleh,,,,"'/oleh2/',","'oleh-oleh',"
omaigat,ya tuhan,,,,"'/omaigat/',","'ya tuhan',"
omaigot,ya tuhan,,,,"'/omaigot/',","'ya tuhan',"
omdo,omong doang,,,,"'/omdo/',","'omong doang',"
omg,ya tuhan,,,,"'/omg/',","'ya tuhan',"
ono,ada,,,,"'/ono/',","'ada',"
opo,apa,,,,"'/opo/',","'apa',"
opr,operator,,,,"'/opr/',","'operator',"
oprtr,operator,,,,"'/oprtr/',","'operator',"
optional,pilihan,,,,"'/optional/',","'pilihan',"
options,pilihan,,,,"'/options/',","'pilihan',"
ora,tidak,,,,"'/ora/',","'tidak',"
org,orang,,,,"'/org/',","'orang',"
org2,orang-orang,,,,"'/org2/',","'orang-orang',"
orgalay,orang alay,,,,"'/orgalay/',","'orang alay',"
orgil,orang gila,,,,"'/orgil/',","'orang gila',"
orgnya,orangnya,,,,"'/orgnya/',","'orangnya',"
orgtua,orangtua,,,,"'/orgtua/',","'orangtua',"
ori,original,,,,"'/ori/',","'original',"
orng,orang,,,,"'/orng/',","'orang',"
orng2,orang-orang,,,,"'/orng2/',","'orang-orang',"
orngny,orangnya,,,,"'/orngny/',","'orangnya',"
other,lainnya,,,,"'/other/',","'lainnya',"
others,lainnya,,,,"'/others/',","'lainnya',"
otmatis,otomatis,,,,"'/otmatis/',","'otomatis',"
otw,lagi di jalan,,,,"'/otw/',","'lagi di jalan',"
pbaikan,perbaikan,,,,"'/pbaikan/',","'perbaikan',"
pa2,apa-apa,,,,"'/pa2/',","'apa-apa',"
pabrkan,pabrikan,,,,"'/pabrkan/',","'pabrikan',"
pacal,pacar,,,,"'/pacal/',","'pacar',"
pacalku,pacarku,,,,"'/pacalku/',","'pacarku',"
pager,pagar,,,,"'/pager/',","'pagar',"
pailit,pelit,,,,"'/pailit/',","'pelit',"
pakaianya,pakaiannya,,,,"'/pakaianya/',","'pakaiannya',"
pake,pakai,,,,"'/pake/',","'pakai',"
pakein,pakaikan,,,,"'/pakein/',","'pakaikan',"
pakek,pakai,,,,"'/pakek/',","'pakai',"
panasnye,panasnya,,,,"'/panasnye/',","'panasnya',"
pancen,memang,,,,"'/pancen/',","'memang',"
pangil,panggil,,,,"'/pangil/',","'panggil',"
pangilan,panggilan,,,,"'/pangilan/',","'panggilan',"
pantes,pantas,,,,"'/pantes/',","'pantas',"
parent,orangtua,,,,"'/parent/',","'orangtua',"
parents,orangtua,,,,"'/parents/',","'orangtua',"
party,pesta,,,,"'/party/',","'pesta',"
pcar,pacar,,,,"'/pcar/',","'pacar',"
pcaran,pacaran,,,,"'/pcaran/',","'pacaran',"
pcarku,pacarku,,,,"'/pcarku/',","'pacarku',"
pcr,pacar,,,,"'/pcr/',","'pacar',"
pcran,pacaran,,,,"'/pcran/',","'pacaran',"
pcrmu,pacarmu,,,,"'/pcrmu/',","'pacarmu',"
pcrn,pacaran,,,,"'/pcrn/',","'pacaran',"
pcrnya,pacarnya,,,,"'/pcrnya/',","'pacarnya',"
pcrx,pacarnya,,,,"'/pcrx/',","'pacarnya',"
pda,pada,,,,"'/pda/',","'pada',"
pdahal,padahal,,,,"'/pdahal/',","'padahal',"
pdhal,padahal,,,,"'/pdhal/',","'padahal',"
pdhalkan,padahalkan,,,,"'/pdhalkan/',","'padahalkan',"
pdhl,padahal,,,,"'/pdhl/',","'padahal',"
peace,damai,,,,"'/peace/',","'damai',"
pedes,pedas,,,,"'/pedes/',","'pedas',"
pegel,pegal,,,,"'/pegel/',","'pegal',"
pegi,pergi,,,,"'/pegi/',","'pergi',"
pekerjan,pekerjaan,,,,"'/pekerjan/',","'pekerjaan',"
pelangan,pelanggan,,,,"'/pelangan/',","'pelanggan',"
pelastik,plastik,,,,"'/pelastik/',","'plastik',"
pelayananya,pelayanannya,,,,"'/pelayananya/',","'pelayanannya',"
pelis,memohon,,,,"'/pelis/',","'memohon',"
pelkunya,pelakunya,,,,"'/pelkunya/',","'pelakunya',"
